章节,单词,解释
Chapter-8 语⾔演化,verb,n. 动词
Chapter-8 语⾔演化,adjective,n. 形容词
Chapter-8 语⾔演化,adverb,n. 副词
Chapter-9 娱乐运动,preposition,n. 介词; 前置词
Chapter-9 娱乐运动,conjunction,n. 连词; 结合
Chapter-9 娱乐运动,consistent,adj. ⼀致的; 连贯的
Chapter-9 娱乐运动,complicated,adj. 复杂的
Chapter-9 娱乐运动,complex,adj. 复杂的
Chapter-9 娱乐运动,compile,"v. 编写, 编纂"
Chapter-9 娱乐运动,version,n. 译本; 版本
Chapter-9 娱乐运动,translate,v. 翻译; 转变
Chapter-9 娱乐运动,paraphrase,"v. n. 意译, 改述"
Chapter-9 娱乐运动,interpret,"v. ⼝译; 解释, 说明; 领会, 理解"
Chapter-9 娱乐运动,narrate,"v. 讲故事, 叙述"
Chapter-9 娱乐运动,illuminate,"v. 阐释, 说明; 照亮"
Chapter-9 娱乐运动,decipher,v. 译解; 辩认
Chapter-9 娱乐运动,eloquence,n. 雄辩; 流利的⼝才
Chapter-9 娱乐运动,communicate,"v. 沟通, 交流; 传达"
Chapter-9 娱乐运动,discussion,"n. 讨论, 谈论"
Chapter-9 娱乐运动,brainstorm,"n. 头脑⻛暴, 集体⾃由讨论 v. 集思⼴益, 进⾏头脑⻛暴"
Chapter-9 娱乐运动,debate,"v. n. 辩论; 争论, 讨论"
Chapter-9 娱乐运动,commentary,"n. 评论, 评注; 批评; 实况报道"
Chapter-9 娱乐运动,negotiate,"v. 谈判, 协商"
Chapter-9 娱乐运动,contention,"n. 争论, 争辩; 观点"
Chapter-9 娱乐运动,medium,"n. 媒体 adj. 中间的, 中等的"
Chapter-9 娱乐运动,press,"n. 新闻界, 记者; 报刊; 出版社"
Chapter-9 娱乐运动,journalist,"n. 记者, 新闻⼯作者"
Chapter-9 娱乐运动,critic,n. 批评家; 挑剔的⼈
Chapter-9 娱乐运动,commentator,n. 评论员; 解说员
Chapter-9 娱乐运动,exponent,"n. 阐述者, 倡导者, 拥护者"
Chapter-9 娱乐运动,announcer,"n. ⼴播员, 播⾳员"
Chapter-9 娱乐运动,correspondent,n. 通讯员; 通信者; 记者
Chapter-9 娱乐运动,messenger,"n. 邮递员, 信使"
Chapter-9 娱乐运动,editor,"n. 编辑, 记者, 主编; 记者; 编者"
Chapter-9 娱乐运动,typist,n. 打字员
Chapter-9 娱乐运动,handout,n. 传单; 讲义
Chapter-9 娱乐运动,leaflet,n. 传单 v. 散发宣传单
Chapter-9 娱乐运动,propaganda,"n. 宣传, ⿎吹"
Chapter-9 娱乐运动,publish,"v. 出版, 发⾏; 公布"
Chapter-9 娱乐运动,disseminate,"v. 散布, 传播"
Chapter-9 娱乐运动,foresee,"v. 预⻅, 预知"
Chapter-9 娱乐运动,anticipate,"v. 预期, 预料"
Chapter-9 娱乐运动,expect,"v. 预料, 预期"
Chapter-9 娱乐运动,await,"v. 等侯, 期待"
Chapter-9 娱乐运动,pastime,"n. 娱乐, 消遣"
Chapter-9 娱乐运动,entertain,"v. 娱乐; 招待; ⼼存, 怀有"
Chapter-9 娱乐运动,recreation,"n. 休闲, 娱乐"
Chapter-9 娱乐运动,amuse,v. 逗乐
Chapter-9 娱乐运动,gossip,n. 闲聊; 闲话; 流⾔蜚语
Chapter-9 娱乐运动,rumour,"n. 谣⾔, 传闻"
Chapter-9 娱乐运动,consensus,"n. 共识, ⼀致的意⻅"
Chapter-9 娱乐运动,festival,n. 节⽇; 节
Chapter-9 娱乐运动,feast,n. 宴会; 盛宴; 宗教节⽇
Chapter-9 娱乐运动,programme,n. 节⽬; ⽅案; 程序
Chapter-9 娱乐运动,rehearsal,n. 排练
Chapter-9 娱乐运动,perform,"v. 表演, 演出"
Chapter-9 娱乐运动,imitate,"v. 模仿, 效仿; 伪造, 仿造"
Chapter-9 娱乐运动,mimic,v. 模仿; 戏仿
Chapter-9 娱乐运动,simulate,"v. 模拟; 假装, 冒充"
Chapter-9 娱乐运动,circus,n. ⻢戏团; 圆形⼴场
Chapter-9 娱乐运动,magic,n. 魔术; 魔法
Chapter-9 娱乐运动,drama,"n. 戏, 剧, 戏剧艺术"
Chapter-9 娱乐运动,concert,n. ⾳乐会
Chapter-9 娱乐运动,symphony,n. 交响乐
Chapter-9 娱乐运动,orchestra,n. 管弦乐队
Chapter-9 娱乐运动,ballet,n. 芭蕾舞; 芭蕾舞剧
Chapter-9 娱乐运动,opera,n. 歌剧
Chapter-9 娱乐运动,comedy,n. 喜剧
Chapter-9 娱乐运动,tragedy,n. 悲剧
Chapter-9 娱乐运动,animation,n. 动画⽚; 动画制作
Chapter-9 娱乐运动,film,n. 影⽚; 胶卷
Chapter-9 娱乐运动,movie,n. 电影; 电影院
Chapter-9 娱乐运动,X-rated,"adj. X级的, ⻘少年不宜的"
Chapter-9 娱乐运动,artist,n. 艺术家
Chapter-9 娱乐运动,craftsman,"n. ⼯匠, ⼯艺师"
Chapter-9 娱乐运动,painter,n. 画家; 油漆匠
Chapter-9 娱乐运动,role,n. ⻆⾊; 作⽤; 职能
Chapter-9 娱乐运动,scene,n. 景⾊; 现场; 场⾯; 镜头
Chapter-9 娱乐运动,stage,n. 舞台; 阶段
Chapter-9 娱乐运动,gallery,n. 美术馆
Chapter-9 娱乐运动,exhibition,n. 展览会; 展览; 展览品; 展示
Chapter-9 娱乐运动,aesthetic,adj. 审美的 n. 审美观
Chapter-9 娱乐运动,collect,v. 收集; 收藏
Chapter-9 娱乐运动,select,"v. 选择, 挑选 adj. 精选的"
Chapter-9 娱乐运动,opt,v. 选择
Chapter-9 娱乐运动,photograph,"n. 照⽚, 相⽚"
Chapter-9 娱乐运动,portrait,"n. 肖像, 半身画像"
Chapter-9 娱乐运动,painting,"n. 油画, 绘画; 作品"
Chapter-9 娱乐运动,sculpture,n. 雕塑
Chapter-9 娱乐运动,draw,"v. 画, 拉; 拔出"
Chapter-9 娱乐运动,sketch,"n. 素描, 速写, 草图 v. 画素描, 画速写, 画草图"
Chapter-9 娱乐运动,depict,"v. 描述, 描写; 描绘"
Chapter-9 娱乐运动,describe,"v. 描述, 形容"
Chapter-9 娱乐运动,carve,v. 雕刻; 切下
Chapter-9 娱乐运动,improvise,v. 即兴创作; 临时做
Chapter-9 娱乐运动,musical,adj. ⾳乐的; 悦⽿的
Chapter-9 娱乐运动,classical,"adj. 古典的, 传统的"
Chapter-9 娱乐运动,jazz,"n. 爵⼠乐, 爵⼠舞"
Chapter-9 娱乐运动,rock,n. 摇滚乐; 岩⽯
Chapter-9 娱乐运动,hip-hop,n. 嘻哈⽂化
Chapter-9 娱乐运动,pop,"n. 流⾏⾳乐, 流⾏乐曲"
Chapter-9 娱乐运动,lyric,n. 抒情词 adj. 抒情的
Chapter-9 娱乐运动,band,n. 乐队; 带⼦; (数值)范围
Chapter-9 娱乐运动,solo,"n. 独奏, 独唱 adj. 独奏的, 独唱的, 单独的"
Chapter-9 娱乐运动,melody,n. 乐曲; 旋律; 好听的声⾳
Chapter-9 娱乐运动,rhythm,"n. 节奏, 韵律"
Chapter-9 娱乐运动,tone,n. ⾳⾊; 声调; 腔调
Chapter-9 娱乐运动,tune,n. 曲调; 短乐曲 v. 调试
Chapter-9 娱乐运动,disc,"n. 唱⽚, 光碟; 磁盘"
Chapter-9 娱乐运动,piano,n. 钢琴
Chapter-9 娱乐运动,violin,n. ⼩提琴
Chapter-9 娱乐运动,cello,n. ⼤提琴
Chapter-9 娱乐运动,guitar,n. 吉他
Chapter-9 娱乐运动,harmonica,n. ⼝琴
Chapter-9 娱乐运动,trumpet,"n. 喇叭, ⼩号"
Chapter-9 娱乐运动,drum,n. ⿎; ⼤桶
Chapter-9 娱乐运动,flute,n. ⻓笛
Chapter-9 娱乐运动,competition,n. 竞赛; ⽐赛
Chapter-9 娱乐运动,tournament,n. 锦标赛
Chapter-9 娱乐运动,Olympic,adj. 奥林匹克运动的 n. [the ~s]奥林匹克运动会
Chapter-9 娱乐运动,sponsor,n. 发起⼈; 主办⼈; 赞助⼈ v. 发起; 主办; 赞助
Chapter-9 娱乐运动,patron,"n. 赞助⼈; 顾客, ⽼主顾"
Chapter-9 娱乐运动,athlete,n. 运动员; ⽥径运动员
Chapter-9 娱乐运动,champion,"n. 冠军, 第⼀名 v. 拥护, ⽀持"
Chapter-9 娱乐运动,spectator,n. 观众
Chapter-9 娱乐运动,volunteer,n. 志愿者 v. ⾃愿做
Chapter-9 娱乐运动,famous,"adj. 著名的, 出名的"
Chapter-9 娱乐运动,well-known,"adj. 众所周知的, 出名的"
Chapter-9 娱乐运动,energetic,"adj. 充满活⼒的, 精⼒充沛的"
Chapter-9 娱乐运动,vigorous,"adj. 充满活⼒的; 活跃的, 积极的"
Chapter-9 娱乐运动,stadium,"n. 体育场, 运动场"
Chapter-9 娱乐运动,gym,n. 体育活动; 体育馆; 健身房
Chapter-9 娱乐运动,training,"n. 训练, 锻炼; 培训"
Chapter-9 娱乐运动,exercise,"n. 锻炼, 运动; 习题, 练习 v. 锻炼"
Chapter-9 娱乐运动,indoor,adj. 室内的
Chapter-9 娱乐运动,outdoor,"adj. 室外的, 户外的"
Chapter-9 娱乐运动,motion,"v. 做动作, 示意"
Chapter-9 娱乐运动,mobile,adj. 可移动的; 流动的
Chapter-9 娱乐运动,movement,n. 活动; 运动; 移动
Chapter-9 娱乐运动,yoga,n. 瑜珈
Chapter-9 娱乐运动,sprawl,"v. 伸开四肢坐着(或躺着); 延伸, 蔓延 n. 城市杂乱⽆序地扩展地区"
Chapter-9 娱乐运动,stretch,v. 伸展; 伸⻓
Chapter-9 娱乐运动,strain,"v. 拉紧; 拉伤, 扭伤 n. 张⼒, 拉⼒; 紧张"
Chapter-9 娱乐运动,chess,n. 国际象棋
Chapter-9 娱乐运动,badminton,n. ⽻⽑球运动
Chapter-9 娱乐运动,golf,n. ⾼尔夫球
Chapter-9 娱乐运动,billiards,"n. 台球, 桌球, 弹⼦球"
Chapter-9 娱乐运动,soccer,n. ⾜球
Chapter-9 娱乐运动,tennis,n. ⽹球
Chapter-9 娱乐运动,volleyball,n. 排球
Chapter-9 娱乐运动,hockey,n. 曲棍球; 冰球
Chapter-9 娱乐运动,cricket,n. 板球; 蟋蟀
Chapter-9 娱乐运动,goal,n. 球⻔; 进球得分; ⽬的
Chapter-9 娱乐运动,bat,"n. 球拍, 球棒, 球板"
Chapter-9 娱乐运动,racket,n. 球拍
Chapter-9 娱乐运动,kick,v. n. 踢
Chapter-9 娱乐运动,knock,"v. 敲, 击; 撞"
Chapter-9 娱乐运动,flip,"v. 掷; 快速翻动 adj. 随便的, 轻率的"
Chapter-9 娱乐运动,pitch,"v. 投, 掷 n. 球场; 投球"
Chapter-9 娱乐运动,throw,"v. 投, 掷, 抛, 扔"
Chapter-9 娱乐运动,toss,"v. 扔, 抛; 颠簸"
Chapter-9 娱乐运动,slide,v. 滑动; 逐渐降低 n. 滑⾏; 下跌
Chapter-9 娱乐运动,slip,v. 滑跤; 滑落; 溜 n. 滑倒
Chapter-9 娱乐运动,glide,"v. 滑动, 掠过 n. 滑⾏"
Chapter-9 娱乐运动,tumble,"v. 摔倒, 滚下"
Chapter-9 娱乐运动,ski,v. 滑雪 n. 滑雪板
Chapter-9 娱乐运动,skate,v. 滑冰
Chapter-9 娱乐运动,cycling,n. 骑⾃⾏⻋运动
Chapter-9 娱乐运动,dive,v. 跳⽔; 潜⽔; 俯冲
Chapter-9 娱乐运动,drift,"v. 飘移, 漂流; 流浪, 漂泊"
Chapter-9 娱乐运动,jump,v. 跳; 暴涨; 跳过
Chapter-9 娱乐运动,leap,"v. 跳, 跃 n. 跳跃"
Chapter-9 娱乐运动,plunge,v. 纵身投⼊; 狂跌; 投身 n. 跳⽔; 猛跌
Chapter-9 娱乐运动,spring,"v. n. 跳, 跃"
Chapter-9 娱乐运动,hop,v. 跳上跳下; 单脚跳⾏; ⻬⾜跳⾏
Chapter-9 娱乐运动,bounce,"v. 反弹, 弹起; 跳动"
Chapter-9 娱乐运动,tent,n. 帐篷
Chapter-9 娱乐运动,camp,n. 营地; 阵营
Chapter-9 娱乐运动,picnic,n. 野餐; 进餐⻝物 v. 野营
Chapter-9 娱乐运动,hunt,n. 打猎; 搜寻 v. 猎取; 搜寻
Chapter-9 娱乐运动,race,"n. 赛跑, 速度竞赛; ⼈种, 种族"
Chapter-10 物品材料,marathon,n. ⻢拉松赛跑; ⻢拉松式的活动
Chapter-10 物品材料,pedestrian,"n. 步⾏者, ⾏⼈"
Chapter-10 物品材料,pace,"n. 步速, 速度; 步调, 节奏 v. 来回踱路"
Chapter-10 物品材料,step,n. 步伐; 步骤
Chapter-10 物品材料,excursion,"n. 远⾜, 短程旅⾏"
Chapter-10 物品材料,cruise,v. 乘船浏览; 以平衡的速度⾏驶
Chapter-10 物品材料,trip,v. 绊倒 n. 旅⾏; 绊倒
Chapter-10 物品材料,vacation,v. 休假 n. 假期; 休假
Chapter-10 物品材料,hike,"v. n. 徒步旅⾏, 远⾜"
Chapter-10 物品材料,jog,v. 慢跑
Chapter-10 物品材料,stride,"v. ⼤步⾛, 阔步⾏⾛"
Chapter-10 物品材料,wander,"v. 漫步, 闲逛; ⾛神, 开⼩差"
Chapter-10 物品材料,linger,"v. 逗留, 流连; 继续存留"
Chapter-10 物品材料,lag,"v. 落后 n. 间隔, 时间差"
Chapter-10 物品材料,climb,"v. 攀登, 爬"
Chapter-10 物品材料,pull,"v. 拉, 拖, 扯; 划(⼩船)"
Chapter-10 物品材料,drag,"v. 拖, 拉, 拽"
Chapter-10 物品材料,bend,"v. 俯身, 弯腰; 使弯曲"
Chapter-10 物品材料,bow,n. v. 鞠躬
Chapter-10 物品材料,stuff,n. 东⻄; 原料
Chapter-10 物品材料,item,n. ⼀件商品; 条; 条款
Chapter-10 物品材料,merchandise,n. 商品
Chapter-10 物品材料,souvenir,n. 纪念品
Chapter-10 物品材料,artefact,n. ⼈造物品; ⼿⼯艺品
Chapter-10 物品材料,material,"n. 材料, 原料; ⼈物 adj. 物质的"
Chapter-10 物品材料,raw,"adj. 天然的, 未经加⼯的; (感情)原始的"
Chapter-10 物品材料,crude,"adj. 天然的, 未经加⼯的; 粗糙的 n. 原油"
Chapter-10 物品材料,necessity,"n. 必需品, 必要"
Chapter-10 物品材料,outfit,"n. 全套服装; 全套装备 v. 配套, 装备"
Chapter-10 物品材料,kit,n. 成套⼯具
Chapter-10 物品材料,utensil,"n. (家庭的)⽤具, 器⽫"
Chapter-10 物品材料,garbage,"n. 垃圾, 废物"
Chapter-10 物品材料,rubbish,"n. 垃圾, 废弃物, 废话"
Chapter-10 物品材料,trash,n. 垃圾
Chapter-10 物品材料,recycle,"v. 使再循环, 回收利⽤; 反复应⽤"
Chapter-10 物品材料,reuse,v. 再次利⽤
Chapter-10 物品材料,litter,"n. 垃圾, 废弃物 v. 乱丢东⻄"
Chapter-10 物品材料,waste,n. 废物; 浪费 v. 浪费
Chapter-10 物品材料,junk,"n. ⽆⽤的东⻄, 废物"
Chapter-10 物品材料,landfill,n. 垃圾填埋池; 垃圾填埋
Chapter-10 物品材料,sewerage,n. 排⽔系统
Chapter-10 物品材料,detergent,n. 洗涤剂
Chapter-10 物品材料,lotion,n. 润肤乳
Chapter-10 物品材料,shampoo,n. 洗发剂 v. ⽤洗发剂洗(头发)
Chapter-10 物品材料,soap,n. 肥皂 v. ⽤肥皂擦洗
Chapter-10 物品材料,tub,n. 浴缸; 桶; 盆
Chapter-10 物品材料,plug,n. 塞⼦; 插头 v. 把…塞住
Chapter-10 物品材料,tap,"n. ⻰头, 阀⻔; 轻击, 轻拍, 轻敲"
Chapter-10 物品材料,pipe,n. 管⼦; 管道; 烟⽃
Chapter-10 物品材料,tube,n. 管; 显像管; [英]地铁
Chapter-10 物品材料,mop,n. 拖把 v. ⽤拖把擦
Chapter-10 物品材料,broom,n. 扫帚 v. ⽤扫帚扫
Chapter-10 物品材料,sweep,v. 打扫; 吹⾛; 掠过
Chapter-10 物品材料,mattress,n. 床垫
Chapter-10 物品材料,carpet,"n. 地毯, ⽑毯"
Chapter-10 物品材料,rug,n. ⼩地毯; ⼩毯⼦
Chapter-10 物品材料,mat,"n. 地毯, 地席"
Chapter-10 物品材料,cushion,n. 软垫; 沙发垫
Chapter-10 物品材料,pad,n. 衬垫; 便笺本 v. 填塞
Chapter-10 物品材料,blanket,"n. ⽑毯, 毯⼦"
Chapter-10 物品材料,quilt,n. 被⼦
Chapter-10 物品材料,sheet,"n. 被单, 床单; ⼀张纸; 薄板"
Chapter-10 物品材料,pillow,n. 枕头
Chapter-10 物品材料,sponge,n. 海绵
Chapter-10 物品材料,towel,"n. ⽑⼱, ⼿⼱"
Chapter-10 物品材料,staple,n. 订书钉; 主要部分
Chapter-10 物品材料,nail,n. 指甲; 钉⼦ v. ⽤钉⼦钉住
Chapter-10 物品材料,razor,n. 剃⼑ v. 剃
Chapter-10 物品材料,shave,"v. 剃须, 刮脸"
Chapter-10 物品材料,fuse,n. 保险丝; 导⽕线 v. 使熔化; 使融合
Chapter-10 物品材料,cable,"n. 电缆; 缆绳, 钢索; 电报; 有线电视"
Chapter-10 物品材料,cord,"n. 细绳, 粗线"
Chapter-10 物品材料,strand,"n. (绳⼦的)股, 绞; 海滨, 河岸"
Chapter-10 物品材料,match,n. ⽕柴; ⽐赛; 匹配的⼈或物 v. 与…匹配
Chapter-10 物品材料,candle,n. 蜡烛
Chapter-10 物品材料,wax,n. 蜡
Chapter-10 物品材料,portfolio,"n. ⽂件夹, 公事包"
Chapter-10 物品材料,paperback,"n. 简装书, 平装书"
Chapter-10 物品材料,pamphlet,n. ⼩册⼦
Chapter-10 物品材料,tissue,"n. ⾯⼱纸; 薄绢, 薄纸"
Chapter-10 物品材料,cover,n. 封⾯; 盖⼦; 套⼦
Chapter-10 物品材料,Xerox,"n. 复印件 v. 复印, 影印"
Chapter-10 物品材料,duplicate,"v. 重复 n. 副本, 复制品"
Chapter-10 物品材料,memorandum,n. 备忘录; 建议书
Chapter-10 物品材料,stationery,n. ⽂具; 信纸
Chapter-10 物品材料,glue,"n. 胶, 胶⽔"
Chapter-10 物品材料,ink,"n. 墨⽔, 油墨"
Chapter-10 物品材料,rubber,n. 橡胶; 橡⽪擦
Chapter-10 物品材料,scissors,n. 剪⼑; 剪⼦
Chapter-10 物品材料,shear,v. ⼤剪⼑ v. 剪
Chapter-10 物品材料,edge,n. 边; 边缘; ⼑⼝
Chapter-10 物品材料,rim,"n. (圆形物)边缘, 外缘"
Chapter-10 物品材料,element,n. 元素; 组成部分; 基本部分
Chapter-10 物品材料,factor,"n. 因素, 要素"
Chapter-10 物品材料,section,n. 部分; 章; 节
Chapter-10 物品材料,tag,n. 标签; 称号
Chapter-10 物品材料,label,"n. 标签, 标贴"
Chapter-10 物品材料,badge,n. 徽章; 证章; 标志; 象征
Chapter-10 物品材料,bolt,n. 螺栓; 插销 v. 闩上(⻔、窗)
Chapter-10 物品材料,knob,n. 球形把⼿; 旋钮
Chapter-10 物品材料,handle,"n. 把⼿, 柄 v. 拿; 处理"
Chapter-10 物品材料,shutter,n. 百叶窗; 遮光器; 快⻔ v. 停⽌(营业)
Chapter-10 物品材料,curtain,n. 窗帘; 帘; 幕布 v. 给…装上帘⼦
Chapter-10 物品材料,pane,n. (⼀块)窗玻璃
Chapter-10 物品材料,opacity,n. 不透明性
Chapter-10 物品材料,jar,"n. 罐⼦, ⼴⼝瓶; 猛烈震动"
Chapter-10 物品材料,barrel,n. 桶
Chapter-10 物品材料,bucket,n. (有提⼿的)桶
Chapter-10 物品材料,pail,"n. 桶, 提桶"
Chapter-10 物品材料,phone,n. 电话; 电话机
Chapter-10 物品材料,bell,n. 钟; 铃
Chapter-10 物品材料,camera,n. 照相机; 摄像机
Chapter-10 物品材料,portable,"adj. ⼿提式的, 便携式的"
Chapter-10 物品材料,spotlight,n. 聚光灯
Chapter-10 物品材料,lantern,"n. 灯笼, 提灯"
Chapter-10 物品材料,bulb,n. 电灯泡
Chapter-10 物品材料,flashlight,n. ⼿电筒
Chapter-10 物品材料,refrigerator,n. 冰箱
Chapter-10 物品材料,fridge,n. 冰箱
Chapter-10 物品材料,vacuum,n. 真空; 真空吸尘器 adj. 真空的
Chapter-10 物品材料,fan,n. 扇⼦
Chapter-10 物品材料,switch,n. 开关
Chapter-10 物品材料,hurdle,n. 栏架; 跨栏赛跑
Chapter-10 物品材料,fence,n. 栅栏; 围栏
Chapter-10 物品材料,pedal,n. 踏板
Chapter-10 物品材料,shelf,n. 架⼦
Chapter-10 物品材料,ladder,n. 梯⼦
Chapter-10 物品材料,lift,"v. 提, 抬, 提⾼ n. 电梯"
Chapter-10 物品材料,stool,n. 凳⼦
Chapter-10 物品材料,drawer,n. 抽屉
Chapter-10 物品材料,umbrella,n. ⾬伞
Chapter-10 物品材料,raincoat,n. ⾬⾐
Chapter-10 物品材料,dredge,"n. 挖泥船, 挖掘机 v. 挖掘; 撒(糖、⾯粉等)"
Chapter-10 物品材料,can,"n. 罐头, 听 v. 把(⻝品)装罐保存"
Chapter-10 物品材料,mill,n. 磨坊; 磨粉机 v. 碾碎; ⽆⽬的的乱转
Chapter-10 物品材料,forge,n. 锻铁炉 v. 锻造; 伪造
Chapter-10 物品材料,alloy,n. 合⾦
Chapter-10 物品材料,metal,n. ⾦属
Chapter-10 物品材料,iron,"n. 铁; 熨⽃ v. 熨, 烫"
Chapter-10 物品材料,lead,n. 铅
Chapter-10 物品材料,brass,n. ⻩铜
Chapter-10 物品材料,bronze,n. ⻘铜
Chapter-11 时尚潮流,cement,n. ⽔泥; 胶接剂 v. 使黏结
Chapter-11 时尚潮流,pitch,n. 沥⻘; 场地
Chapter-11 时尚潮流,lime,n. ⽯灰
Chapter-11 时尚潮流,plaster,n. 灰泥; 熟⽯膏
Chapter-11 时尚潮流,leather,n. ⽪; ⽪⾰; ⽪⾐;
Chapter-11 时尚潮流,plastic,n. 塑料
Chapter-11 时尚潮流,fibre,n. 纤维; 纤维素
Chapter-11 时尚潮流,fabric,"n. 织物, 布料"
Chapter-11 时尚潮流,knit,"v. 编织, 针织"
Chapter-11 时尚潮流,weave,v. 编织; 编造
Chapter-11 时尚潮流,canvas,n. 帆布; 油画布
Chapter-11 时尚潮流,linen,n. 亚麻布; 亚麻织物品
Chapter-11 时尚潮流,cotton,n. 棉花; 绵线; 棉布
Chapter-11 时尚潮流,nylon,n. 尼⻰
Chapter-11 时尚潮流,lumber,"n. ⽊材, ⽊料"
Chapter-11 时尚潮流,wooden,adj. ⽊制的; 呆板的
Chapter-11 时尚潮流,mine,"n. 矿, 矿井; 地雷"
Chapter-11 时尚潮流,pit,n. 深坑; 煤矿; 潜在危险
Chapter-11 时尚潮流,fuel,n. 燃料 v. 给…加燃料
Chapter-11 时尚潮流,lubricate,v. 润滑
Chapter-11 时尚潮流,diamond,"n. ⾦刚⽯, 钻⽯; 菱形"
Chapter-11 时尚潮流,crystal,"n. ⽔晶; 结晶, 晶体"
Chapter-11 时尚潮流,inferior,"adj. 差的; 下级的, 低等的 n. 级别(或地位)低的⼈; 次品"
Chapter-11 时尚潮流,counterfeit,adj. 假冒的 v. 伪造
Chapter-11 时尚潮流,fake,adj. 假冒的 n. 冒充者; 假货
Chapter-11 时尚潮流,fragile,adj. 易碎的; 脆弱的
