序号,单词,音标,词性,中文释义,学段分类,场景归属
846,explore,-,v.,勘察；考察；探讨,中考考纲词汇,09_核心行为与动作动词
847,explosion,-,n.,爆发；迸发；爆炸；激增,中考考纲词汇,08_职业工作与社会科技
848,exponent,-,n.,阐述者；倡导者；拥护者,中考考纲词汇,08_职业工作与社会科技
849,export,-,v./n.,出口/出口；出口商品,中考考纲词汇,03_饮食烹饪与健康医疗
850,expose,-,v.,使暴露；揭发；使曝光,中考考纲词汇,09_核心行为与动作动词
851,express,-,n./v./adj.,特快列车；快递服务/表示/特快的,中考考纲词汇,06_交通出行与地理旅游
852,expression,-,n.,词语；表达；表情,中考考纲词汇,08_职业工作与社会科技
853,exquisite,-,adj.,精致的；雅致的,中考考纲词汇,10_情感态度与性质修饰
854,extent,-,n.,广度；范围；程度,中考考纲词汇,08_职业工作与社会科技
855,exterior,-,n./adj.,外部；外观/外部的,中考考纲词汇,10_情感态度与性质修饰
856,exterminate,-,v.,消灭；根除,中考考纲词汇,09_核心行为与动作动词
857,external,-,adj.,外来的；外面的；对外的,中考考纲词汇,10_情感态度与性质修饰
858,extinction,-,n.,灭绝,中考考纲词汇,08_职业工作与社会科技
859,extinguish,-,v.,扑灭（火）；使（想法；感情等）破灭,中考考纲词汇,09_核心行为与动作动词
860,extract,-,n.,摘录,中考考纲词汇,08_职业工作与社会科技
861,extravagant,-,adj.,奢侈的；过分的,中考考纲词汇,05_居家生活与服装购物
862,eyelash,-,n.,眼睫毛,中考考纲词汇,03_饮食烹饪与健康医疗
863,eyesight,-,n.,视力,中考考纲词汇,08_职业工作与社会科技
864,fabric,-,n.,织物；布料,中考考纲词汇,08_职业工作与社会科技
865,facilitate,-,v.,使便利；促进,中考考纲词汇,09_核心行为与动作动词
866,facility,-,n.,设备；便利,中考考纲词汇,08_职业工作与社会科技
867,factor,-,n.,因素；要素,中考考纲词汇,08_职业工作与社会科技
868,faculty,-,n.,（大学的）系、院；全体教员,中考考纲词汇,02_学校教育与学科学习
869,fade,-,v.,逐渐消失；（使）褪色,中考考纲词汇,09_核心行为与动作动词
870,fahrenheit,-,adj.,华氏温标的,中考考纲词汇,10_情感态度与性质修饰
871,failure,-,n.,失败；失败的人；失败的事,中考考纲词汇,04_文体娱乐与节庆风俗
872,faint,-,adj./v.,模糊的；微弱的；虚弱的/晕倒,中考考纲词汇,09_核心行为与动作动词
873,fair,-,adj.,公平的；公章的,中考考纲词汇,10_情感态度与性质修饰
874,fake,-,adj./n.,假冒的；冒充者；假货,中考考纲词汇,10_情感态度与性质修饰
875,falcon,-,n.,隼；猎鹰,中考考纲词汇,07_自然生态与天气动植物
876,false,-,adj.,不正确的；虚假的；伪造的,中考考纲词汇,10_情感态度与性质修饰
877,familiar,-,adj.,熟悉的,中考考纲词汇,10_情感态度与性质修饰
878,famine,-,n.,饥荒,中考考纲词汇,08_职业工作与社会科技
879,famous,-,adj.,著名的；出名的,中考考纲词汇,10_情感态度与性质修饰
880,fan,-,n./v.,扇子；风扇；狂热爱好者；扇,中考考纲词汇,04_文体娱乐与节庆风俗
881,fancy,-,n./v.,想象（力）；爱好/认为；想象,中考考纲词汇,04_文体娱乐与节庆风俗
882,fantasy,-,n.,幻想,中考考纲词汇,08_职业工作与社会科技
883,fare,-,n.,车费；路费,中考考纲词汇,08_职业工作与社会科技
884,farewell,-,int./n.,再会/告别,中考考纲词汇,01_个人家庭与人际交往
885,fascinate,-,v.,迷住,中考考纲词汇,09_核心行为与动作动词
886,fashion,-,n./v.,时尚；制作；制成,中考考纲词汇,09_核心行为与动作动词
887,fasten,-,v.,扣牢，系紧,中考考纲词汇,09_核心行为与动作动词
888,fatal,-,adj.,致命的；毁灭性的；决定性的,中考考纲词汇,10_情感态度与性质修饰
889,fate,-,n.,命运；宿命,中考考纲词汇,08_职业工作与社会科技
890,father-in-law,-,n.,岳父，公公,中考考纲词汇,08_职业工作与社会科技
891,fatigue,-,n./v.,疲劳/（使）疲劳,中考考纲词汇,09_核心行为与动作动词
892,fault,-,n./v.,缺点；故障/找出缺点,中考考纲词汇,09_核心行为与动作动词
893,fauna,-,n.,（尤指某一地区的）动物群,中考考纲词汇,07_自然生态与天气动植物
894,favor,-,n.,偏爱；赞同；恩惠；帮助,中考考纲词汇,08_职业工作与社会科技
895,favourable,-,adj.,有利的；赞成的；肯定的,中考考纲词汇,10_情感态度与性质修饰
896,fear,-,n./v.,害怕；担心,中考考纲词汇,09_核心行为与动作动词
897,feast,-,n.,盛宴；（宗教）节日,中考考纲词汇,04_文体娱乐与节庆风俗
898,feather,-,n.,羽毛,中考考纲词汇,08_职业工作与社会科技
899,feature,-,n./v.,特征；面容的一部分/以...为特色,中考考纲词汇,05_居家生活与服装购物
900,federal,-,adj.,联邦的；联合的,中考考纲词汇,06_交通出行与地理旅游
901,fee,-,n.,酬金；费用,中考考纲词汇,08_职业工作与社会科技
902,feeble,-,adj.,虚弱的；无力的；微弱的,中考考纲词汇,10_情感态度与性质修饰
903,feed,-,v.,供养；喂养；进食,中考考纲词汇,09_核心行为与动作动词
904,feedback,-,n.,反馈；反应,中考考纲词汇,08_职业工作与社会科技
905,feel,-,v.,感觉到，感知；触碰,中考考纲词汇,09_核心行为与动作动词
906,fellowship,-,n.,研究生奖学金,中考考纲词汇,02_学校教育与学科学习
907,female,-,n./adj.,女子 ；雌性生物/女的；雌性的,中考考纲词汇,02_学校教育与学科学习
908,fence,-,n.,栅栏；围栏,中考考纲词汇,08_职业工作与社会科技
909,ferment,-,v./n.,（使）发酵；骚动。酶；发酵；动乱,中考考纲词汇,09_核心行为与动作动词
910,ferry,-,n./v.,渡船/渡运,中考考纲词汇,09_核心行为与动作动词
911,fertile,-,adj.,富饶的；肥沃的,中考考纲词汇,10_情感态度与性质修饰
912,fertilise,-,v.,施肥于,中考考纲词汇,09_核心行为与动作动词
913,festival,-,n.,节日,中考考纲词汇,04_文体娱乐与节庆风俗
914,feudalism,-,n.,封建主义；封建制度,中考考纲词汇,08_职业工作与社会科技
915,fever,-,n./v.,狂热；发烧；发热/（使）发烧；（使）狂热,中考考纲词汇,03_饮食烹饪与健康医疗
916,fiber,-,n.,纤维；纤维素,中考考纲词汇,08_职业工作与社会科技
917,fiction,-,n.,小说；虚构；杜撰,中考考纲词汇,02_学校教育与学科学习
918,field,-,n.,领域,中考考纲词汇,08_职业工作与社会科技
919,fierce,-,adj.,凶猛的；猛烈的；（天气或温度）恶劣的,中考考纲词汇,07_自然生态与天气动植物
920,figure,-,n./v.,身材；身影；重要人物；数字；认为,中考考纲词汇,01_个人家庭与人际交往
921,file,-,n./v.,档案；把...归档,中考考纲词汇,09_核心行为与动作动词
922,film,-,n.,影片；胶卷,中考考纲词汇,04_文体娱乐与节庆风俗
923,filter,-,v./n.,过滤；（光或声音）透过；过滤器,中考考纲词汇,09_核心行为与动作动词
924,fin,-,n.,鳍,中考考纲词汇,08_职业工作与社会科技
925,finally,-,adv.,最后；终于；决定性地,中考考纲词汇,06_交通出行与地理旅游
926,financial,-,adj.,财政的；金融的,中考考纲词汇,08_职业工作与社会科技
927,fine,-,n./adj.,罚款/美好的,中考考纲词汇,10_情感态度与性质修饰
928,finger,-,n.,手指,中考考纲词汇,03_饮食烹饪与健康医疗
929,finish,-,v./n.,完成；结束/结尾；最后部分,中考考纲词汇,05_居家生活与服装购物
930,fire,-,v./n.,解雇/火,中考考纲词汇,08_职业工作与社会科技
931,fireman,-,n.,消防队员,中考考纲词汇,08_职业工作与社会科技
932,fireplace,-,n.,壁炉,中考考纲词汇,08_职业工作与社会科技
933,firm,-,n./adj.,公司/坚定的；坚固的,中考考纲词汇,08_职业工作与社会科技
934,first,-,ord./adv.,第一/最初,中考考纲词汇,11_语法功能与数词介连词
935,fish,-,n./v.,鱼/钓鱼,中考考纲词汇,07_自然生态与天气动植物
936,fisherman,-,n.,渔民，渔夫，垂钓者,中考考纲词汇,08_职业工作与社会科技
937,fist,-,n.,拳头,中考考纲词汇,03_饮食烹饪与健康医疗
938,fitness,-,n.,健康；合适,中考考纲词汇,03_饮食烹饪与健康医疗
939,fix,-,v.,修理；使固定,中考考纲词汇,09_核心行为与动作动词
940,flag,-,n.,旗,中考考纲词汇,08_职业工作与社会科技
941,flame,-,n.,火焰；强烈的情感,中考考纲词汇,08_职业工作与社会科技
942,flare,-,n./v.,（闪耀的）火光；闪光信号灯/闪耀,中考考纲词汇,05_居家生活与服装购物
943,flash,-,v./n.,闪光；反射,中考考纲词汇,09_核心行为与动作动词
944,flashlight,-,n.,闪光灯的闪光；手电筒,中考考纲词汇,03_饮食烹饪与健康医疗
945,flat,-,n.,[尤英]单元房；公寓,中考考纲词汇,05_居家生活与服装购物
946,flatter,-,v.,奉承，讨好，向...谄媚,中考考纲词汇,09_核心行为与动作动词
947,flavor,-,n.,味道、口味、特色、风格,中考考纲词汇,03_饮食烹饪与健康医疗
948,flaw,-,n.,缺陷；错误,中考考纲词汇,08_职业工作与社会科技
949,flee,-,v.,逃避，逃离,中考考纲词汇,09_核心行为与动作动词
950,fleet,-,n.,舰队，船队；机群，车队,中考考纲词汇,08_职业工作与社会科技
951,flesh,-,n.,肉；人类,中考考纲词汇,03_饮食烹饪与健康医疗
952,flexible,-,adj.,灵活的；弹性的,中考考纲词汇,10_情感态度与性质修饰
953,flight,-,n.,飞行；航班,中考考纲词汇,06_交通出行与地理旅游
954,flip,-,v./n.,掷；快速翻转。随便的；宽泛的,中考考纲词汇,09_核心行为与动作动词
955,float,-,v.,漂浮；浮动,中考考纲词汇,09_核心行为与动作动词
956,flock,-,n./v.,（羊或鸟）群/聚集,中考考纲词汇,07_自然生态与天气动植物
957,flooding,-,n.,洪水泛滥,中考考纲词汇,03_饮食烹饪与健康医疗
958,flora,-,n.,（尤指某一地区的）植物群,中考考纲词汇,07_自然生态与天气动植物
959,flour,-,n.,面粉,中考考纲词汇,08_职业工作与社会科技
960,flourish,-,v.,繁荣；兴旺；茁壮成长,中考考纲词汇,09_核心行为与动作动词
961,flower,-,n./v.,花；开花植物/成熟；繁荣；开花,中考考纲词汇,07_自然生态与天气动植物
962,flu,-,n.,流行性感冒,中考考纲词汇,03_饮食烹饪与健康医疗
963,fluctuate,-,v.,波动；起伏,中考考纲词汇,09_核心行为与动作动词
964,fluid,-,n./adj.,液体；流体。流动的,中考考纲词汇,10_情感态度与性质修饰
965,flute,-,n.,长笛,中考考纲词汇,04_文体娱乐与节庆风俗
966,flyby,-,n.,（航天器对行星或卫星的）飞掠,中考考纲词汇,08_职业工作与社会科技
967,focus,-,v./n.,集中于；焦点,中考考纲词汇,09_核心行为与动作动词
968,fold,-,v.,折叠，对折,中考考纲词汇,09_核心行为与动作动词
969,folk,-,n.,人们；[~s]家属，亲属,中考考纲词汇,05_居家生活与服装购物
970,follow,-,v.,跟随；是...的必然结果；遵循,中考考纲词汇,09_核心行为与动作动词
971,fond,-,adj.,喜爱的；溺爱的,中考考纲词汇,10_情感态度与性质修饰
972,food,-,n.,食物,中考考纲词汇,03_饮食烹饪与健康医疗
973,fool,-,n./v.,蠢人；傻子/欺骗,中考考纲词汇,01_个人家庭与人际交往
974,forbid,-,v.,禁止；阻止,中考考纲词汇,09_核心行为与动作动词
975,force,-,n./v.,力量；武力/强迫；迫使,中考考纲词汇,09_核心行为与动作动词
976,forecast,-,n./v.,预测；预报/预测；预言,中考考纲词汇,09_核心行为与动作动词
977,forehead,-,n.,额,中考考纲词汇,03_饮食烹饪与健康医疗
978,foreign,-,adj.,外国的；外来的；外交的,中考考纲词汇,10_情感态度与性质修饰
979,foreigner,-,n.,外国人,中考考纲词汇,01_个人家庭与人际交往
980,foremost,-,adj.,最前的；最重要的,中考考纲词汇,06_交通出行与地理旅游
981,foresee,-,v.,预见；预知,中考考纲词汇,09_核心行为与动作动词
982,forestry,-,n.,林学；林业,中考考纲词汇,08_职业工作与社会科技
983,forge,-,n./v.,炼铁炉；锻造；伪造,中考考纲词汇,09_核心行为与动作动词
984,forgive,-,v.,原谅，宽恕，饶恕,中考考纲词汇,09_核心行为与动作动词
985,forgo,-,v.,放弃,中考考纲词汇,09_核心行为与动作动词
986,fork,-,n.,餐叉、分岔处,中考考纲词汇,03_饮食烹饪与健康医疗
987,formation,-,n.,形成,中考考纲词汇,08_职业工作与社会科技
988,former,-,adj./pron.,以前的；前者的/前者,中考考纲词汇,11_语法功能与数词介连词
989,formula,-,n.,公式；方程式；原则；配方；分子式,中考考纲词汇,05_居家生活与服装购物
990,fortune,-,n.,命运；运气；财产,中考考纲词汇,08_职业工作与社会科技
991,forum,-,n.,论坛；讨论会；公开讨论广场,中考考纲词汇,06_交通出行与地理旅游
992,fossil,-,n.,化石,中考考纲词汇,08_职业工作与社会科技
993,foul,-,adj./v.,恶臭的；恶劣的；邪恶的/弄脏；对...犯规,中考考纲词汇,09_核心行为与动作动词
994,found,-,v.,创建、创办,中考考纲词汇,09_核心行为与动作动词
995,foundation,-,n.,基础；地基；基金会,中考考纲词汇,08_职业工作与社会科技
996,fountain,-,n.,喷泉；源泉,中考考纲词汇,08_职业工作与社会科技
997,fox,-,n.,狐狸🦊；狡猾的人,中考考纲词汇,01_个人家庭与人际交往
998,fraction,-,n.,分数；小部分；片段,中考考纲词汇,02_学校教育与学科学习
999,fragile,-,adj.,易碎的；脆弱的,中考考纲词汇,10_情感态度与性质修饰
1000,fragment,-,n./v.,碎片；片段；（使）碎裂,中考考纲词汇,09_核心行为与动作动词
1001,frame,-,n.,框架；眼镜框；构架,中考考纲词汇,03_饮食烹饪与健康医疗
1002,framework,-,n.,框架；体系；结构,中考考纲词汇,08_职业工作与社会科技
1003,france,-,n.,法国,中考考纲词汇,08_职业工作与社会科技
1004,franchise,-,v./n.,向…授予（或出售）特许经销权/特许权,中考考纲词汇,05_居家生活与服装购物
1005,frank,-,adj.,坦白的；直率的,中考考纲词汇,10_情感态度与性质修饰
1006,fraud,-,n.,骗子；赝品；欺诈,中考考纲词汇,08_职业工作与社会科技
1007,freedom,-,n.,自由；独立自主,中考考纲词汇,08_职业工作与社会科技
1008,freeze,-,v./n.,结冰；霜冻；严寒期,中考考纲词汇,07_自然生态与天气动植物
1009,freight,-,n./v.,货运；货物/运送（货物）,中考考纲词汇,09_核心行为与动作动词
